player_id,full_name,first_name,last_name,position,team,number,age,height,weight,college,years_exp,birth_date,birth_city,birth_state,birth_country,high_school,status,active,injury_status,injury_body_part,injury_notes,injury_start_date,practice_participation,depth_chart_position,depth_chart_order,search_rank,fantasy_positions,metadata,created_at,updated_at
8113,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
12468,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8257,Player Invalid,Player,Invalid,QB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['QB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
ARI,ARI Defense,ARI,Defense,DST,ARI,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
SEA,SEA Defense,SEA,Defense,DST,SEA,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
LV,LV Defense,LV,Defense,DST,LV,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8095,Graham Adomitis,Graham,Adomitis,TE,,0.0,25.0,76,255,Princeton,1.0,1996-08-15,,,,Pittsburgh Central Catholic (PA),Active,1,,,,,,,,,['TE'],{'channel_id': '1116853465990037504'},2025-11-05 00:47:44,2025-11-05 00:47:44
8417,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7624,Carson Williams,Carson,Williams,TE,,86.0,,77,240,Western Kentucky,1.0,,,,,Owen County (KY),Inactive,1,,,,,,,,,['TE'],"{'channel_id': '1116853411573137408', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7566,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
NYJ,NYJ Defense,NYJ,Defense,DST,NYJ,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8244,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8256,Player Invalid,Player,Invalid,TE,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['TE'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
11578,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7524,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8090,Daniel Crawford,Daniel,Crawford,TE,,80.0,24.0,74,251,Northern Illinois,1.0,1997-12-15,,,,Dakota (MI),Active,1,,,,,,,,,['TE'],{'channel_id': '1116853465197314048'},2025-11-05 00:47:44,2025-11-05 00:47:44
11594,Player Invalid,Player,Invalid,TE,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['TE'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7544,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
DAL,DAL Defense,DAL,Defense,DST,DAL,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7570,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
WAS,WAS Defense,WAS,Defense,DST,WAS,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
LAC,LAC Defense,LAC,Defense,DST,LAC,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8427,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7960,T.J. Simmons,T.J.,Simmons,WR,,83.0,,74,198,West Virginia,1.0,,,,,Clay-Chalkville (AL),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853442422243328'},2025-11-05 00:47:44,2025-11-05 00:47:44
8088,Kalif Jackson,Kalif,Jackson,TE,MIA,60.0,,77,255,Grambling State,1.0,,,,,Fletcher (FL),Active,1,,,,,,,,,['TE'],"{'channel_id': '1116853464794660864', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7623,Darece Roberson,Darece,Roberson,WR,,0.0,23.0,70,170,Wright State,1.0,1998-07-29,,,,Mona Shores (MI),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853411359227904'},2025-11-05 00:47:44,2025-11-05 00:47:44
7734,Bruno Labelle,Bruno,Labelle,TE,,0.0,24.0,76,248,Cincinnati,1.0,1997-06-03,,,,College Montmorency (CAN),Active,1,Questionable,Undisclosed,,,,,,,['TE'],"{'channel_id': '1116853413439602688', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
11614,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
TB,TB Defense,TB,Defense,DST,TB,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7893,Dedrick Mills,Dedrick,Mills,RB,,0.0,25.0,71,220,Nebraska,1.0,1996-12-27,,,,Ware County (GA),Active,1,,,,,,,,,['RB'],{'channel_id': '1116853430548168704'},2025-11-05 00:47:44,2025-11-05 00:47:44
12465,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
12463,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
CLE,CLE Defense,CLE,Defense,DST,CLE,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8440,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7616,Kai Locksley,Kai,Locksley,WR,,0.0,25.0,75,202,Texas-El Paso,1.0,1996-11-17,,,,Gilman (MD),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853410088353792'},2025-11-05 00:47:44,2025-11-05 00:47:44
11634,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7584,Brennan Eagles,Brennan,Eagles,WR,,0.0,,76,229,Texas,1.0,,,,,Alief Taylor (TX),Active,1,,,,,,,,,['WR'],"{'channel_id': '1116853408561627136', 'source_id': '2939a989-10e7-46b3-afbb-8afefa9571ca'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7897,Roland Rivers,Roland,Rivers,QB,,0.0,,75,230,Slippery Rock,1.0,,,,,Martin Luther King (GA),Inactive,1,,,,,,,,,['QB'],"{'channel_id': '1116853431177314304', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8133,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
ATL,ATL Defense,ATL,Defense,DST,ATL,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
CAR,CAR Defense,CAR,Defense,DST,CAR,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
JAX,JAX Defense,JAX,Defense,DST,JAX,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
LAR,LAR Defense,LAR,Defense,DST,LAR,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7848,Scooter Harrington,Scooter,Harrington,TE,,0.0,24.0,77,250,Stanford,1.0,1997-09-23,,,,Greenwich (CT),Active,1,,,,,,,,,['TE'],{'channel_id': '1116853422654488576'},2025-11-05 00:47:44,2025-11-05 00:47:44
7735,Cary Angeline,Cary,Angeline,TE,,0.0,24.0,78,250,North Carolina State,1.0,1997-09-07,,,,Downington East (PA),Active,1,,,,,,,,,['TE'],{'channel_id': '1116853413645123584'},2025-11-05 00:47:44,2025-11-05 00:47:44
8156,Player Invalid,Player,Invalid,QB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['QB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8426,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7983,Collin Hill,Collin,Hill,QB,,0.0,24.0,76,222,South Carolina,1.0,1997-10-09,,,,Dorman (SC),Inactive,1,,,,,,,,,['QB'],"{'channel_id': '1116853446264225792', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
NO,NO Defense,NO,Defense,DST,NO,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
GB,GB Defense,GB,Defense,DST,GB,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7949,Trevon Grimes,Trevon,Grimes,WR,,47.0,,76,218,Florida,1.0,,,,,St. Thomas Aquinas (FL),Inactive,1,Questionable,Undisclosed,,,,,,,['WR'],"{'channel_id': '1116853440174096384', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7978,Tre Walker,Tre,Walker,WR,,0.0,,71,180,San Jose State,1.0,,,,,Narbonne (CA),Inactive,1,,,,,,,,,['WR'],"{'channel_id': '1116853445437947904', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8163,Player Invalid,Player,Invalid,QB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['QB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
11609,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8026,Landon Rice,Landon,Rice,TE,,0.0,24.0,77,250,Jacksonville State,1.0,1997-05-06,,,,Calhoun (GA),Inactive,1,,,,,,,,,['TE'],"{'channel_id': '1116853453042221056', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8434,Player Invalid,Player,Invalid,TE,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['TE'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8237,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
10864,Player Invalid,Player,Invalid,WR,,,,,,,1.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
12461,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
11639,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
MIA,MIA Defense,MIA,Defense,DST,MIA,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8052,Donte Sylencieux,Donte,Sylencieux,WR,,82.0,,74,185,Graceland (IA),1.0,,,,,Boynton Beach (FL),Inactive,1,Questionable,Undisclosed,,,,,,,['WR'],"{'channel_id': '1116853458297683968', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7935,Eli Stove,Eli,Stove,WR,,0.0,,72,191,Auburn,1.0,,,,,Niceville,Inactive,1,,,,,,,,,['WR'],"{'channel_id': '1116853438664146944', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8019,Devontres Dukes,Devontres,Dukes,WR,,84.0,24.0,76,216,USF,1.0,1997-06-18,,,,Wharton (FL),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853451972673536'},2025-11-05 00:47:44,2025-11-05 00:47:44
DET,DET Defense,DET,Defense,DST,DET,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
BUF,BUF Defense,BUF,Defense,DST,BUF,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7509,Chris Owusu,Chris,Owusu,WR,,17.0,30.0,"6'2""",200,Stanford,8.0,1990-01-06,,,,Oaks Christian (CA),Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
9755,Player Invalid,Player,Invalid,RB,,,,,,,1.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
PHI,PHI Defense,PHI,Defense,DST,PHI,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7604,Tamorrion Terry,Tamorrion,Terry,WR,,83.0,26.0,75,207,Florida State,0.0,1998-03-21,,,,Turner County (GA),Inactive,0,,,,,,,,,['WR'],"{'override_active': 'false', 'rookie_year': '', 'source_id': 'a24cf311-bc27-468c-9025-4d4ff6faa148'}",2025-11-05 00:47:44,2025-11-05 00:47:44
12456,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7557,Player Invalid,Player,Invalid,TE,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['TE'],{'override_active': 'false'},2025-11-05 00:47:44,2025-11-05 00:47:44
SF,SF Defense,SF,Defense,DST,SF,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7744,Antonio Nunn,Antonio,Nunn,WR,,0.0,25.0,71,200,Buffalo,1.0,1996-09-14,,,,Jefferson (FL),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853415280902144'},2025-11-05 00:47:44,2025-11-05 00:47:44
7518,Taylor Russolino,Taylor,Russolino,K,,0.0,32.0,71,160,Millsaps,2.0,1989-05-23,,,,Archbishop Rummel (LA),Active,1,,,,,,,,,['K'],{'channel_id': '1116853401611665408'},2025-11-05 00:47:44,2025-11-05 00:47:44
7517,Duplicate Player,Duplicate,Player,WR,,12.0,22.0,"5'9""",175,Southern Mississippi,0.0,1998-07-12,,,,St. Aloysius (MS),Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7988,Riley Lees,Riley,Lees,WR,,12.0,,72,200,Northwestern,1.0,,,,,Libertyville (IL),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853447300218880'},2025-11-05 00:47:44,2025-11-05 00:47:44
12454,Eli Stowers,Eli,Stowers,TE,,,,76,235,Vanderbilt,0.0,,,,,,Active,0,,,,,,,,,['TE'],"{'override_active': 'false', 'source_id': '0426e0ff-e19f-4cfb-a25c-649718f06a4d'}",2025-11-05 00:47:44,2025-11-05 00:47:44
NYG,NYG Defense,NYG,Defense,DST,NYG,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
TEN,TEN Defense,TEN,Defense,DST,TEN,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7618,Micah Simon,Micah,Simon,WR,CAR,81.0,,73,195,Brigham Young,1.0,,,,,Bishop Dunne (TX),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853410520367104'},2025-11-05 00:47:44,2025-11-05 00:47:44
7580,Khalil McClain,Khalil,McClain,WR,,0.0,22.0,76,222,Troy,1.0,1999-03-19,,,,Creekside (GA),Active,1,,,,,,,,,['WR'],"{'channel_id': '1116853407924092928', 'source_id': 'a1e247c7-c272-42ce-a375-61e4864d58d6'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7582,Jhamon Ausbon,Jhamon,Ausbon,WR,,48.0,22.0,74,218,Texas A&M,1.0,1999-09-03,,,,IMG Academy (FL),Active,1,,,,,,,,,['WR'],"{'channel_id': '1116853408347717632', 'source_id': '6a489e87-f9cd-4e7c-8d6d-ef71a7089309'}",2025-11-05 00:47:44,2025-11-05 00:47:44
7512,Aaron Smith,Aaron,Smith,RB,,44.0,,"0'0""",,,5.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7613,Jonathan Adams,Jonathan,Adams,WR,,82.0,23.0,74,210,Arkansas State,1.0,1999-01-21,,,,Jonesboro (AR),Active,1,,,,,,,,,['WR'],"{'channel_id': '1116853409408876544', 'rookie_year': '2021', 'source_id': 'cc882806-6feb-44f7-b4dd-db02ef34322b'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8141,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
12458,Deion Burks,Deion,Burks,WR,,,,69,190,Oklahoma,0.0,,,,,,Active,0,,,,,,,,,['WR'],"{'override_active': 'false', 'source_id': 'dc1c4816-d04e-41d7-b4ae-e9877b117844'}",2025-11-05 00:47:44,2025-11-05 00:47:44
CHI,CHI Defense,CHI,Defense,DST,CHI,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
CIN,CIN Defense,CIN,Defense,DST,CIN,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
7532,Rakeem Boyd,Rakeem,Boyd,RB,,35.0,,72,206,Arkansas,1.0,,,,,Stratford (TX),Inactive,1,,,,,,,,,['RB'],"{'channel_id': '1116853403188723712', 'rookie_year': '2021', 'source_id': '06938b5f-fc27-4871-89ae-6eda4ea34554'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8124,Player Invalid,Player,Invalid,TE,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['TE'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8021,Branden Mack,Branden,Mack,WR,,86.0,23.0,77,220,Temple,1.0,1998-08-23,,,,Cheltenham (PA),Active,1,,,,,,,,,['WR'],{'channel_id': '1116853452178194432'},2025-11-05 00:47:44,2025-11-05 00:47:44
12464,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
12466,Player Invalid,Player,Invalid,QB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['QB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
DEN,DEN Defense,DEN,Defense,DST,DEN,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8039,Jibri Blount,Jibri,Blount,TE,,0.0,25.0,79,230,North Carolina Central,1.0,1996-10-21,,,,St. Vincent-St. Mary (OH),Active,1,,,,,,,,,['TE'],"{'channel_id': '1116853455726575616', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
11613,Player Invalid,Player,Invalid,WR,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['WR'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
11587,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7864,Artayvious Lynn,Artayvious,Lynn,TE,,0.0,25.0,78,258,TCU,1.0,1996-03-13,,,,Parkway (LA),Active,1,,,,,,,,,['TE'],{'channel_id': '1116853425422729216'},2025-11-05 00:47:44,2025-11-05 00:47:44
9485,Player Invalid,Player,Invalid,TE,,,,,,,1.0,,,,,,Inactive,0,,,,,,,,,['TE'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7985,Pro Wells,Pro,Wells,TE,,88.0,,76,250,TCU,1.0,,,,,Milford Academy (NY),Active,1,,,,,,,,,['TE'],"{'channel_id': '1116853446679461888', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
11585,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
8422,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
KC,KC Defense,KC,Defense,DST,KC,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8128,Player Invalid,Player,Invalid,TE,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['TE'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7545,Marlon Williams,Marlon,Williams,WR,,0.0,,72,215,UCF,1.0,,,,,McGill-Toolen,Inactive,1,,,,,,,,,['WR'],"{'channel_id': '1116853404073721856', 'rookie_year': '2021', 'source_id': '174bdc1d-26b1-49a8-b765-98598be2cc39'}",2025-11-05 00:47:44,2025-11-05 00:47:44
8216,Player Invalid,Player,Invalid,QB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['QB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
MIN,MIN Defense,MIN,Defense,DST,MIN,,,,,,,,,,,,,1,,,,,,,,,['DEF'],None,2025-11-05 00:47:44,2025-11-05 01:26:53
8231,Player Invalid,Player,Invalid,RB,,,,,,,0.0,,,,,,Inactive,0,,,,,,,,,['RB'],None,2025-11-05 00:47:44,2025-11-05 00:47:44
7564,Ja'Marr Chase,Ja'Marr,Chase,WR,CIN,1.0,25.0,72,205,LSU,4.0,2000-03-01,,,,Archbishop Rummel (LA),Active,1,,,,,,LWR,1.0,1.0,['WR'],"{'channel_id': '1113708809265639424', 'rookie_year': '2021'}",2025-11-05 00:47:44,2025-11-05 00:47:44
4866,Saquon Barkley,Saquon,Barkley,RB,PHI,26.0,28.0,72,233,Penn State,7.0,1997-02-09,,,,Whitehall (PA),Active,1,Questionable,Groin,,,,RB,1.0,2.0,['RB'],"{'channel_id': '1113708717460713472', 'rookie_year': '2018'}",2025-11-05 00:47:44,2025-11-05 00:47:44
9509,Bijan Robinson,Bijan,Robinson,RB,ATL,7.0,23.0,71,215,Texas,2.0,2002-01-30,,,,Salpointe (AZ),Active,1,,,,,,RB,1.0,2.0,['RB'],"{'channel_id': '1113708865150545921', 'rookie_year': '2023'}",2025-11-05 00:47:44,2025-11-05 00:47:44
