roster_id,team_name,owner,record,slot,player_name,position,mu,sigma,var,n_sources,is_replacement
3,Team 3,amir812,8-6,WR2,Deebo Samuel,WR,12.106,10.752149552531344,115.60871999999999,5,False
3,Team 3,amir812,8-6,TE,Brock Bowers,TE,12.388,9.226639691675405,85.13088000000002,5,False
3,Team 3,amir812,8-6,FLEX,Tyrone Tracy,RB,11.8025,9.73406903612256,94.7521,4,False
4,Team 4,umarrahman30,2-12,QB,Drake Maye,QB,20.962,7.861099159786753,61.796879999999994,5,False
4,Team 4,umarrahman30,2-12,K,Cam Little,K,8.95,4.303486958270002,18.519999999999996,4,False
4,Team 4,umarrahman30,2-12,DEF,Waiver Pickup,DEF,5.25,7.237402849088891,52.379999999999995,2,True
4,Team 4,umarrahman30,2-12,RB1,Woody Marks,RB,14.418000000000001,9.121977855706513,83.21047999999999,5,False
4,Team 4,umarrahman30,2-12,RB2,Kyren Williams,RB,13.0625,9.120444068136157,83.18250000000002,4,False
4,Team 4,umarrahman30,2-12,WR1,Courtland Sutton,WR,11.176,10.592427483820694,112.19952,5,False
4,Team 4,umarrahman30,2-12,WR2,Keenan Allen,WR,9.574000000000002,10.41583025975366,108.48952,5,False
4,Team 4,umarrahman30,2-12,TE,Harold Fannin,TE,11.053999999999998,8.600018604631039,73.96032,5,False
4,Team 4,umarrahman30,2-12,FLEX,Kenneth Walker,RB,12.28,9.087926056037208,82.5904,4,False
5,Team 5,TBK41,9-5,QB,Josh Allen,QB,21.79,8.644767203343303,74.73199999999999,5,False
5,Team 5,TBK41,9-5,K,Ka'imi Fairbairn,K,8.575,4.281354925721529,18.33,4,False
5,Team 5,TBK41,9-5,DEF,TB Defense,DEF,6.35,7.973706791699831,63.58000000000001,2,False
5,Team 5,TBK41,9-5,RB1,Javonte Williams,RB,14.9175,9.46218262347541,89.5329,4,False
5,Team 5,TBK41,9-5,RB2,Jaylen Warren,RB,12.2275,9.383750138759378,88.05476666666665,4,False
5,Team 5,TBK41,9-5,WR1,Nico Collins,WR,15.538,10.462833268288279,109.47087999999998,5,False
5,Team 5,TBK41,9-5,WR2,Drake London,WR,12.594999999999999,15.756401873524297,248.26419999999996,2,False
5,Team 5,TBK41,9-5,TE,Juwan Johnson,TE,10.104,8.597227460059434,73.91232,5,False
5,Team 5,TBK41,9-5,FLEX,CeeDee Lamb,WR,12.245,15.869144064294499,251.82973333333334,4,False
6,Team 6,Jibraan,8-6,QB,Baker Mayfield,QB,17.82,8.459787231366994,71.56800000000003,5,False
6,Team 6,Jibraan,8-6,K,Jason Myers,K,8.6,4.016632088371218,16.133333333333333,4,False
6,Team 6,Jibraan,8-6,DEF,PHI Defense,DEF,7.800000000000001,7.14142842854285,51.00000000000001,2,False
6,Team 6,Jibraan,8-6,RB1,Josh Jacobs,RB,15.183999999999997,9.423859082138273,88.80912000000002,5,False
6,Team 6,Jibraan,8-6,RB2,Travis Etienne,RB,14.338,9.23693022600041,85.32087999999999,5,False
6,Team 6,Jibraan,8-6,WR1,Justin Jefferson,WR,13.7,11.025425161870176,121.56,5,False
6,Team 6,Jibraan,8-6,WR2,Zay Flowers,WR,13.504000000000001,10.447024456753224,109.14032,5,False
6,Team 6,Jibraan,8-6,TE,Kyle Pitts,TE,11.028,8.141233321800819,66.27967999999998,5,False
6,Team 6,Jibraan,8-6,FLEX,RJ Harvey,RB,13.047999999999998,9.376250849886643,87.91408,5,False
7,Team 7,mehdidrissi,4-10,QB,Bo Nix,QB,16.618000000000002,7.501231898828352,56.268480000000004,5,False
7,Team 7,mehdidrissi,4-10,K,Wil Lutz,K,7.6,4.179314138308661,17.46666666666667,4,False
7,Team 7,mehdidrissi,4-10,DEF,Waiver Pickup,DEF,5.25,7.237402849088891,52.379999999999995,2,True
7,Team 7,mehdidrissi,4-10,RB1,Jonathan Taylor,RB,16.55,9.356281312572854,87.54,5,False
7,Team 7,mehdidrissi,4-10,RB2,TreVeyon Henderson,RB,13.0,9.730364844136112,94.67999999999998,4,False
7,Team 7,mehdidrissi,4-10,WR1,Amon-Ra St. Brown,WR,18.3,11.060741385639572,122.34,5,False
7,Team 7,mehdidrissi,4-10,WR2,DK Metcalf,WR,12.324,10.372054762678415,107.57951999999999,5,False
7,Team 7,mehdidrissi,4-10,TE,T.J. Hockenson,TE,7.83,8.433148878088184,71.11800000000001,5,False
7,Team 7,mehdidrissi,4-10,FLEX,Chris Rodriguez,RB,9.270000000000001,10.250515434194842,105.07306666666666,4,False
8,Team 8,sahirsyed30,8-6,QB,Jalen Hurts,QB,20.516000000000002,7.353714707547472,54.07712000000001,5,False
8,Team 8,sahirsyed30,8-6,K,Brandon Aubrey,K,9.425,4.470272176650247,19.983333333333338,4,False
8,Team 8,sahirsyed30,8-6,DEF,Waiver Pickup,DEF,5.25,7.237402849088891,52.379999999999995,2,True
8,Team 8,sahirsyed30,8-6,RB1,James Cook,RB,15.984,9.142708570221409,83.58912,5,False
8,Team 8,sahirsyed30,8-6,RB2,Kenneth Gainwell,RB,10.9825,9.631730547172369,92.77023333333334,4,False
8,Team 8,sahirsyed30,8-6,WR1,Ja'Marr Chase,WR,19.362000000000002,10.446476918081043,109.12888000000001,5,False
8,Team 8,sahirsyed30,8-6,WR2,Chris Olave,WR,14.16,10.53432484784858,110.97200000000002,5,False
8,Team 8,sahirsyed30,8-6,TE,Travis Kelce,TE,9.954,8.198190044149989,67.21032,5,False
8,Team 8,sahirsyed30,8-6,FLEX,DeVonta Smith,WR,12.581999999999999,10.463387596758517,109.48247999999998,5,False
9,Team 9,Bilal879,6-8,QB,Dak Prescott,QB,20.196,7.566526283572933,57.25232000000002,5,False
9,Team 9,Bilal879,6-8,K,Jake Bates,K,8.05,4.53284311074922,20.546666666666667,4,False
9,Team 9,Bilal879,6-8,DEF,Waiver Pickup,DEF,5.25,7.237402849088891,52.379999999999995,2,True
9,Team 9,Bilal879,6-8,RB1,Saquon Barkley,RB,15.366,9.29554301802751,86.40711999999999,5,False
9,Team 9,Bilal879,6-8,RB2,Waiver Pickup,RB,7.9175,9.344351234837013,87.31690000000002,4,True
9,Team 9,Bilal879,6-8,WR1,George Pickens,WR,15.991999999999999,10.230605065195313,104.66528,5,False
9,Team 9,Bilal879,6-8,WR2,Jaylen Waddle,WR,13.562000000000001,10.896645355337577,118.73688,5,False
9,Team 9,Bilal879,6-8,TE,Mark Andrews,TE,9.976,8.32247078697186,69.26352,5,False
9,Team 9,Bilal879,6-8,FLEX,Wan'Dale Robinson,WR,13.272,10.546643067820206,111.23168,5,False
10,Team 10,monkeyman966699696,8-6,QB,Jared Goff,QB,17.372,7.429648713095391,55.19968,5,False
10,Team 10,monkeyman966699696,8-6,K,Tyler Loop,K,8.4,4.1920559792699965,17.57333333333333,4,False
10,Team 10,monkeyman966699696,8-6,DEF,SEA Defense,DEF,10.3,9.180413934022802,84.28000000000002,2,False
10,Team 10,monkeyman966699696,8-6,RB1,Jahmyr Gibbs,RB,19.965999999999998,9.713862259678175,94.35911999999998,5,False
10,Team 10,monkeyman966699696,8-6,RB2,Chase Brown,RB,14.728,9.920870929510171,98.42368,5,False
10,Team 10,monkeyman966699696,8-6,WR1,Davante Adams,WR,15.706,10.347594889634982,107.07271999999999,5,False
10,Team 10,monkeyman966699696,8-6,WR2,Tetairoa McMillan,WR,12.916,10.353797371013208,107.20112000000002,5,False
10,Team 10,monkeyman966699696,8-6,TE,Dallas Goedert,TE,9.033999999999999,8.429182641276673,71.05112,5,False
10,Team 10,monkeyman966699696,8-6,FLEX,Ladd McConkey,WR,12.126000000000001,10.44344387642314,109.06551999999999,5,False
11,Team 11,Ammady,6-8,QB,Lamar Jackson,QB,21.25,8.101234473831752,65.63000000000002,5,False
11,Team 11,Ammady,6-8,K,Harrison Butker,K,7.775,4.41927595879687,19.529999999999998,4,False
11,Team 11,Ammady,6-8,DEF,DEN Defense,DEF,6.25,7.603946343840151,57.81999999999999,2,False
11,Team 11,Ammady,6-8,RB1,Ashton Jeanty,RB,13.892000000000001,9.381326132269361,88.00928000000002,5,False
11,Team 11,Ammady,6-8,RB2,David Montgomery,RB,9.675,9.569221493935649,91.57000000000001,4,False
11,Team 11,Ammady,6-8,WR1,Stefon Diggs,WR,12.41,10.559450743291528,111.502,5,False
11,Team 11,Ammady,6-8,WR2,Khalil Shakir,WR,10.812,10.691252499122823,114.30288000000002,5,False
11,Team 11,Ammady,6-8,TE,George Kittle,TE,13.004,8.931311213925982,79.76831999999999,5,False
11,Team 11,Ammady,6-8,FLEX,Brian Thomas,WR,10.49,10.347560098883214,107.07199999999999,5,False
12,Team 12,sfaizi24,8-6,QB,Justin Herbert,QB,16.627999999999997,8.345278904865912,69.64368,5,False
12,Team 12,sfaizi24,8-6,K,Cameron Dicker,K,7.999999999999999,4.13763217311544,17.12,4,False
12,Team 12,sfaizi24,8-6,DEF,KC Defense,DEF,6.6,7.0,49.0,2,False
12,Team 12,sfaizi24,8-6,RB1,Derrick Henry,RB,16.605999999999998,9.149902731723436,83.72072,5,False
12,Team 12,sfaizi24,8-6,RB2,Tony Pollard,RB,9.612499999999999,9.764689788552767,95.34916666666668,4,False
12,Team 12,sfaizi24,8-6,WR1,Puka Nacua,WR,20.791999999999998,10.653510219641223,113.49727999999999,5,False
12,Team 12,sfaizi24,8-6,WR2,Quentin Johnston,WR,9.190000000000001,10.679151027430349,114.04426666666667,4,False
12,Team 12,sfaizi24,8-6,TE,Tyler Warren,TE,10.07,8.643957427012236,74.71799999999999,5,False
12,Team 12,sfaizi24,8-6,FLEX,Zonovan Knight,RB,9.453333333333333,9.123712694585102,83.24213333333334,3,False
